Name,Artist,Album,Release Date,Popularity,Explicit,Duration (ms),Track ID,Spotify URL
Cupid Shuffle,Cupid,Time for a Change,2007-09-11,64,False,231360,07Tx168RSsUS1HqkDIOZbH,https://open.spotify.com/track/07Tx168RSsUS1HqkDIOZbH
Give It To Me,Timbaland,Shock Value,2007-04-02,76,True,234026,0wbDgMuAoy7O7pL3a69uZx,https://open.spotify.com/track/0wbDgMuAoy7O7pL3a69uZx
Hypnotized,Plies,Total Club Hits,2008-04-15,0,False,161760,6fXzclKMWcYFIvRPREufPf,https://open.spotify.com/track/6fXzclKMWcYFIvRPREufPf
Ridin',Mýa,Ridin,2007-01-01,27,False,219533,1owfkvvz2y06vPlzmU6CYJ,https://open.spotify.com/track/1owfkvvz2y06vPlzmU6CYJ
Don't Stop The Music,Rihanna,Good Girl Gone Bad: Reloaded,2008-06-02,84,False,267080,0ByMNEPAPpOR5H69DVrTNy,https://open.spotify.com/track/0ByMNEPAPpOR5H69DVrTNy
Hate On Me,Jill Scott,"The Real Thing - Words & Sounds, Vol. 3",2007-09-25,36,False,209013,43xsmeThrcOkbjrvQvZB6o,https://open.spotify.com/track/43xsmeThrcOkbjrvQvZB6o
Do You,Ne-Yo,Because Of You,2007-01-01,60,False,228266,0JKjqJLo145b1mqA6MnhIl,https://open.spotify.com/track/0JKjqJLo145b1mqA6MnhIl
If I Was Your Man,Joe,Ain't Nothin' Like Me,2007-04-24,54,False,232533,5PH2eU6P5LdnwDezBu8334,https://open.spotify.com/track/5PH2eU6P5LdnwDezBu8334
teachme,Musiq Soulchild,Luvanmusiq,2007-03-13,56,False,260773,0ODFPypnJLE6hKgahiuSzn,https://open.spotify.com/track/0ODFPypnJLE6hKgahiuSzn
Suffocate - Superclean,J. Holiday,Back Of My Lac',2007-01-01,57,False,220053,3nJjIYchBNkYm7B8XfJf5N,https://open.spotify.com/track/3nJjIYchBNkYm7B8XfJf5N
Like You'll Never See Me Again,Alicia Keys,As I Am,2007-11-09,0,False,315360,0NWJPV3utX0J4tfwzyotNB,https://open.spotify.com/track/0NWJPV3utX0J4tfwzyotNB
Music For Love,Mario,Go,2007-12-05,0,False,229600,5z1S4V0gkPwmpYCRgrAWZN,https://open.spotify.com/track/5z1S4V0gkPwmpYCRgrAWZN
Last Time,Trey Songz,Trey Day,2007-10-01,47,False,261706,6UBqk9rh6e2Rj7LLzDjn6R,https://open.spotify.com/track/6UBqk9rh6e2Rj7LLzDjn6R
Girlfriend,Bow Wow,Girlfriend,2007-11-06,30,False,288306,4P4kKLdS854BsDIEr3CWvt,https://open.spotify.com/track/4P4kKLdS854BsDIEr3CWvt
Miss Independent,Ne-Yo,Year Of The Gentleman (Bonus Track Edition),2008-01-01,79,False,232000,34ceTg8ChN5HjrqiIYCn9Q,https://open.spotify.com/track/34ceTg8ChN5HjrqiIYCn9Q
A Milli - Album Version (Edited),Lil Wayne,Tha Carter III,2008-01-01,50,False,221840,1LDwUN1jMnTK7vCZBFoTYe,https://open.spotify.com/track/1LDwUN1jMnTK7vCZBFoTYe
Love In This Club (feat. Young Jeezy),USHER,Love In This Club,2008-02-22,38,False,261546,6IxgSqNIsjp3n2lrnRRhUX,https://open.spotify.com/track/6IxgSqNIsjp3n2lrnRRhUX
Lollipop - Album Version (Edited),Lil Wayne,Tha Carter III,2008-01-01,45,False,247466,4T90fwS4tw1Qlxige4a9mK,https://open.spotify.com/track/4T90fwS4tw1Qlxige4a9mK
Can't Believe It (feat. Lil' Wayne),T-Pain,Can't Believe It (feat. Lil' Wayne),2008-07-28,0,False,275933,6m1sJMWeAkCG5eECKaGFew,https://open.spotify.com/track/6m1sJMWeAkCG5eECKaGFew
Touch My Body,Mariah Carey,E=MC²,2008-01-01,0,False,204733,2H1l4JczUDbiWfQtQElB05,https://open.spotify.com/track/2H1l4JczUDbiWfQtQElB05
Get Like Me - Album Version (Edited),David Banner,The Greatest Story Ever Told,2008,36,False,224546,3rL9UanIqye9AtA7jB7sdz,https://open.spotify.com/track/3rL9UanIqye9AtA7jB7sdz
"Bust It Baby, Pt. 2 (feat. Ne-Yo)",Plies,Definition of Real,2008-06-10,37,False,240760,62tv85Or4plD42gaScqF3u,https://open.spotify.com/track/62tv85Or4plD42gaScqF3u
Got Money - Album Version (Edited),Lil Wayne,Tha Carter III,2008-01-01,34,False,244600,4VQpbj8rkX6zVaNPZQlaxs,https://open.spotify.com/track/4VQpbj8rkX6zVaNPZQlaxs
She Got It - Album Version (Edited),2 Pistols,Death Before Dishonor,2008-01-01,20,False,274053,1FUKMsBSuJ5Bu6qlooIXmb,https://open.spotify.com/track/1FUKMsBSuJ5Bu6qlooIXmb
Put On - Album Version (Edited),Jeezy,The Recession,2008-01-01,0,False,321360,0gbqsf1xeaIoG7s8yNb6gs,https://open.spotify.com/track/0gbqsf1xeaIoG7s8yNb6gs
Here I Am - Album Version (Edited),Rick Ross,Trilla,2008-01-01,0,False,209546,2veAjMS3fbCnQad21buZcf,https://open.spotify.com/track/2veAjMS3fbCnQad21buZcf
Mrs. Officer - Album Version (Edited),Lil Wayne,Tha Carter III,2008-01-01,42,False,287200,7dTWoWDSc1gQA0BpJXKBBQ,https://open.spotify.com/track/7dTWoWDSc1gQA0BpJXKBBQ
Bye Bye - So So Def Remix (Edited),Mariah Carey,Bye Bye [So So Def Remix featuring JAY-Z (Edited)],2008-01-01,4,False,233613,7pkQXGVToLzRSBjbx5t0Ex,https://open.spotify.com/track/7pkQXGVToLzRSBjbx5t0Ex
Spotlight,Jennifer Hudson,Jennifer Hudson,2008-09-30,55,False,250106,02QQXgeAghpU4smdM7l7We,https://open.spotify.com/track/02QQXgeAghpU4smdM7l7We
Sensual Seduction,Snoop Dogg,Sensual Seduction,2007-01-01,54,False,245520,1wva1IlWLDNLgwipUWcmjy,https://open.spotify.com/track/1wva1IlWLDNLgwipUWcmjy
Please Excuse My Hands (feat. Jamie Foxx & The-Dream),Plies,Definition of Real,2008-06-10,44,True,264440,4HF6gIWAAmdDjzU59Ohd1I,https://open.spotify.com/track/4HF6gIWAAmdDjzU59Ohd1I
The Way That I Love You,Ashanti,The Declaration,2008-01-01,47,False,267680,7LFcepuZqkpghbKnslItnx,https://open.spotify.com/track/7LFcepuZqkpghbKnslItnx
Green Light (feat. André 3000),John Legend,Evolver,2008-10-27,58,False,284186,72by3Re4C3eVEBXvsUo0zV,https://open.spotify.com/track/72by3Re4C3eVEBXvsUo0zV
Low (feat. T-Pain),Flo Rida,Mail on Sunday,2008-03-17,82,False,231400,0CAfXk7DXMnon4gLudAp7J,https://open.spotify.com/track/0CAfXk7DXMnon4gLudAp7J
Magic,Robin Thicke,Something Else,2008-01-01,47,False,233226,1zy9PC4hGrVtCU7LoMOIqH,https://open.spotify.com/track/1zy9PC4hGrVtCU7LoMOIqH
Love Lockdown,Kanye West,808s & Heartbreak,2008-11-24,63,False,270306,1kxeWHF9PrCVZHvVskv8lg,https://open.spotify.com/track/1kxeWHF9PrCVZHvVskv8lg
Bust Your Windows,Jazmine Sullivan,Fearless,2008-09-23,61,False,266306,56z2qI0gKcPthQF6l8AW3E,https://open.spotify.com/track/56z2qI0gKcPthQF6l8AW3E
Game's Pain,The Game,LAX,2008-01-01,0,True,261773,0jJNh8Ru3n4xLs3ZqHoo5E,https://open.spotify.com/track/0jJNh8Ru3n4xLs3ZqHoo5E
Chopped N Skrewed (feat. Ludacris),T-Pain,THR33 RINGZ,2008-11-11,0,False,261226,79MIzD8vsGu3Xqe07m8aS1,https://open.spotify.com/track/79MIzD8vsGu3Xqe07m8aS1
Moving Mountains,USHER,Here I Stand,2008-05-27,53,False,298053,0Z4DAkZzXkupqCtT7BGU5F,https://open.spotify.com/track/0Z4DAkZzXkupqCtT7BGU5F
Closer,Ne-Yo,Year Of The Gentleman (Bonus Track Edition),2008-01-01,69,False,234360,2XbfY2O2v3xwedUJ0J2kkr,https://open.spotify.com/track/2XbfY2O2v3xwedUJ0J2kkr
Honey,Erykah Badu,New Amerykah Part One (4th World War),2008-02-26,0,False,320973,4QD2lJZA427KI59ywRAmyL,https://open.spotify.com/track/4QD2lJZA427KI59ywRAmyL
In the Ayer (feat. will.I.am),Flo Rida,Mail on Sunday,2008-03-17,58,False,220506,6RpiAj9Ofv0Uqp6n2OuRoh,https://open.spotify.com/track/6RpiAj9Ofv0Uqp6n2OuRoh
Party People,Nelly,Brass Knuckles,2008-09-16,27,False,238573,6vw5VPqpY9K3gjH9hI50hc,https://open.spotify.com/track/6vw5VPqpY9K3gjH9hI50hc
Put It on Ya (feat. Chris J),Plies,Da REAList,2008-12-15,13,False,234426,16c5MbBMgtNePTSaAbVWnO,https://open.spotify.com/track/16c5MbBMgtNePTSaAbVWnO
Trading Places,USHER,Here I Stand,2008-05-27,55,False,268240,5yC7WplXvhIHsp8NBYV5dT,https://open.spotify.com/track/5yC7WplXvhIHsp8NBYV5dT
Just Dance,Lady Gaga,The Fame,2008-01-01,2,False,241933,6HkjpGIOHv4y0IBAxUbE5z,https://open.spotify.com/track/6HkjpGIOHv4y0IBAxUbE5z
Just Like Me (feat. T.I.),Jamie Foxx,Intuition,2008-12-16,20,False,206093,3SAwKEGlCB0XYUThHTMMPl,https://open.spotify.com/track/3SAwKEGlCB0XYUThHTMMPl
Heartless,Kanye West,808s & Heartbreak,2008-11-24,83,False,211000,4EWCNWgDS8707fNSZ1oaA5,https://open.spotify.com/track/4EWCNWgDS8707fNSZ1oaA5
When I Grow Up,The Pussycat Dolls,Doll Domination,2008-01-01,0,False,245680,0dQQWHlXvuw4UyHcAvhfhB,https://open.spotify.com/track/0dQQWHlXvuw4UyHcAvhfhB
I Kissed A Girl,Katy Perry,One Of The Boys,2008-06-17,70,False,179640,005lwxGU1tms6HGELIcUv9,https://open.spotify.com/track/005lwxGU1tms6HGELIcUv9
What You Got,Colby O'Donis,Colby O,2008-01-01,63,False,243013,3MldzywZOH4Uci6bq9noyJ,https://open.spotify.com/track/3MldzywZOH4Uci6bq9noyJ
So What,P!nk,Funhouse,2008-10-27,0,False,215160,33GNzfnEGKGMrbTKV06zSO,https://open.spotify.com/track/33GNzfnEGKGMrbTKV06zSO
Womanizer,Britney Spears,Circus (Deluxe Version),2008-12-02,79,False,224400,4fixebDZAVToLbUCuEloa2,https://open.spotify.com/track/4fixebDZAVToLbUCuEloa2
4 Minutes (feat. Justin Timberlake & Timbaland),Madonna,Celebration (double disc version),2009-09-18,76,False,189693,1oHClQEgDmmbcEx12Kc5nZ,https://open.spotify.com/track/1oHClQEgDmmbcEx12Kc5nZ
So Fly (feat. Yung Joc),Slim,Love's Crazy,2008-11-18,42,False,212453,2wmBKUx62Px6my6U1mYw18,https://open.spotify.com/track/2wmBKUx62Px6my6U1mYw18
Need U Bad,Jazmine Sullivan,Fearless,2008-09-23,54,False,257426,0Ri0LzOMJmqi9HGZE5cRYV,https://open.spotify.com/track/0Ri0LzOMJmqi9HGZE5cRYV
You're the Only One,Eric Benét,Love & Life,2008-09-08,41,False,252853,5O4OZ9xxU3AiE7etY21O0o,https://open.spotify.com/track/5O4OZ9xxU3AiE7etY21O0o
Live Your Life,T.I.,Paper Trail,2008-09-07,50,False,338853,6jKeXDUCImQkNdwKJviCPw,https://open.spotify.com/track/6jKeXDUCImQkNdwKJviCPw
Take You There,Sean Kingston,Sean Kingston,2008-03-11,70,False,236693,6AdLyvisRKHLAwARaZMGr6,https://open.spotify.com/track/6AdLyvisRKHLAwARaZMGr6
There's Nothin (feat. The DEY & Juelz Santana),Sean Kingston,Sean Kingston,2008-03-11,47,False,225653,5w86HjXc60QjhMUAFAeLTf,https://open.spotify.com/track/5w86HjXc60QjhMUAFAeLTf
Me Love,Sean Kingston,Sean Kingston,2008-03-11,60,False,204293,44M8gY48QHhvc6vn5be10N,https://open.spotify.com/track/44M8gY48QHhvc6vn5be10N
Knock You Down,Keri Hilson,In A Perfect World...,2009-01-01,65,True,326186,58FUwmyGUqkt53YPUcm7cJ,https://open.spotify.com/track/58FUwmyGUqkt53YPUcm7cJ
Best I Ever Had,Drake,So Far Gone,2009-01-01,0,False,257760,0fGaSr02YXbdVmcy0PNtfW,https://open.spotify.com/track/0fGaSr02YXbdVmcy0PNtfW
Turnin Me On - Original Clean,Keri Hilson,In A Perfect World...,2009-01-01,47,False,247800,1jEtDqwYCKpR0mlrMrrITx,https://open.spotify.com/track/1jEtDqwYCKpR0mlrMrrITx
Throw It In The Bag,Fabolous,Loso's Way,2009-01-01,59,True,231573,6c0GmyBsE7mQtrVvxJaWc3,https://open.spotify.com/track/6c0GmyBsE7mQtrVvxJaWc3
You're A Jerk - Squeaky Clean Version,New Boyz,Skinny Jeanz and a Mic (Pre-Teen Squeaky Clean),2009-09-15,25,False,189053,1PIhhWkJGnvwaYp3yqaIZn,https://open.spotify.com/track/1PIhhWkJGnvwaYp3yqaIZn
Boom Boom Pow,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES),2009-01-01,3,True,251440,7xRNsqOQOgWbHV1nbXnfXN,https://open.spotify.com/track/7xRNsqOQOgWbHV1nbXnfXN
Rockin' That Thang - Album Version (Edited),The-Dream,Love Vs Money,2009-01-01,41,False,221933,3oJJ1dQBxiFYGMQSe2SluG,https://open.spotify.com/track/3oJJ1dQBxiFYGMQSe2SluG
Never Ever (feat. Jeezy),Ciara,Fantasy Ride,2009-05-05,44,False,272613,2WhK5VFQ0YRjCzgwbhY86X,https://open.spotify.com/track/2WhK5VFQ0YRjCzgwbhY86X
Break Up (feat. Gucci Mane & Sean Garrett) - Radio Edit,Mario,Break Up (feat. Gucci Mane & Sean Garrett) [Radio Edit],2009-04-23,19,False,250586,6aVRQ6laU8vT6i0WbdngSU,https://open.spotify.com/track/6aVRQ6laU8vT6i0WbdngSU
Imma Star (Everywhere We Are) - Album Version (Edited),Jeremih,Jeremih,2009-01-01,22,False,261372,1UH1UrMCDJX6woNxYVw3Nx,https://open.spotify.com/track/1UH1UrMCDJX6woNxYVw3Nx
Day 'N' Nite (nightmare),Kid Cudi,Man On The Moon: The End Of Day,2009-09-15,65,False,221266,5FEXPoPnzueFJQCPRIrC3c,https://open.spotify.com/track/5FEXPoPnzueFJQCPRIrC3c
Obsessed,Mariah Carey,Memoirs of an imperfect Angel,2009-09-29,71,False,242200,3IcIIZMMS7UArJJPtEHXG8,https://open.spotify.com/track/3IcIIZMMS7UArJJPtEHXG8
Chocolate High,India.Arie,TESTIMONY VOL. 2: LOVE & POLITICS,2009-02-10,32,False,283040,3Gw7Uf3Jvk02EPBmua4SCp,https://open.spotify.com/track/3Gw7Uf3Jvk02EPBmua4SCp
Epiphany (I'm Leaving),Chrisette Michele,Epiphany,2009-01-01,50,False,208600,3oQ5kA2PGJlztciJk3SKA0,https://open.spotify.com/track/3oQ5kA2PGJlztciJk3SKA0
I Need a Girl,Trey Songz,Ready (Deluxe),2009-08-31,54,False,214480,5cU50IAoAFF7qFWOtdbEjr,https://open.spotify.com/track/5cU50IAoAFF7qFWOtdbEjr
Always Strapped,Birdman,Always Strapped,2009-01-01,9,False,208533,1Zu4E7LvgDVIanVS7g16fr,https://open.spotify.com/track/1Zu4E7LvgDVIanVS7g16fr
From My Heart to Yours,Laura Izibor,Let The Truth Be Told,2009-04-10,25,False,229573,041vzIbLf1GtVisR1XNhXz,https://open.spotify.com/track/041vzIbLf1GtVisR1XNhXz
It Kills Me,Melanie Fiona,The Bridge,2009-01-01,52,False,250413,6qU37BgVfPhpb2rhYzZWrF,https://open.spotify.com/track/6qU37BgVfPhpb2rhYzZWrF
Money To Blow - Edited Version,Birdman,Pricele$$,2009-01-01,29,False,258426,7MsQ1oZFH96CF8mYd7F1Ko,https://open.spotify.com/track/7MsQ1oZFH96CF8mYd7F1Ko
Imma Put It on Her (feat. P. Diddy & Yung Joc),DAY26,Forever In A Day,2009-04-10,34,False,264653,20m3aiJZdxy6kzOapoVTyD,https://open.spotify.com/track/20m3aiJZdxy6kzOapoVTyD
I Can Transform Ya (feat. Swizz Beatz & Lil' Wayne),Chris Brown,Graffiti,2009-12-08,0,False,228640,09e0MTo9ej8eWEqmG0vEeT,https://open.spotify.com/track/09e0MTo9ej8eWEqmG0vEeT
Fire Burning,Sean Kingston,Tomorrow,2009-09-07,75,False,239986,2oENJa1T33GJ0w8dC167G4,https://open.spotify.com/track/2oENJa1T33GJ0w8dC167G4
Say Aah (feat. Fabolous),Trey Songz,Ready (Deluxe),2009-08-31,62,False,207546,2fQ6sBFWaLv2Gxos4igHLy,https://open.spotify.com/track/2fQ6sBFWaLv2Gxos4igHLy
Party In The U.S.A.,Miley Cyrus,The Time Of Our Lives,2009-01-01,76,False,202066,5Q0Nhxo0l2bP3pNjpGJwV1,https://open.spotify.com/track/5Q0Nhxo0l2bP3pNjpGJwV1
Deuces (feat. Tyga & Kevin McCall),Chris Brown,F.A.M.E.,2011-03-22,0,False,276560,4h6u3btKihFNVKXKfL6NGE,https://open.spotify.com/track/4h6u3btKihFNVKXKfL6NGE
There Goes My Baby,USHER,Raymond v Raymond (Expanded Edition),2010-03-30,60,False,281293,6IUiqtI8tE49sqGbmtrNd8,https://open.spotify.com/track/6IUiqtI8tE49sqGbmtrNd8
Nothin' on You (feat. Bruno Mars),B.o.B,B.o.B Presents: The Adventures of Bobby Ray,2010-04-27,82,False,268320,59dLtGBS26x7kc0rHbaPrq,https://open.spotify.com/track/59dLtGBS26x7kc0rHbaPrq
Love The Way You Lie,Eminem,Recovery,2010-06-18,50,False,263373,4k5Rb51qsUSMFg6oFdVC48,https://open.spotify.com/track/4k5Rb51qsUSMFg6oFdVC48
Hey Daddy (Daddy's Home) (feat. Plies),USHER,Hey Daddy (Daddy's Home) (feat. Plies),2009-12-08,66,False,256293,1kLYMOFEzQX9PgdKB7VkSL,https://open.spotify.com/track/1kLYMOFEzQX9PgdKB7VkSL
Find Your Love,Drake,Thank Me Later,2010-01-01,66,False,208946,4BycRneKmOs6MhYG9THsuX,https://open.spotify.com/track/4BycRneKmOs6MhYG9THsuX
Can't Be Friends,Trey Songz,"Passion, Pain & Pleasure",2010-09-13,0,False,220373,0H6fDB7YaMZe1rXCmATx9l,https://open.spotify.com/track/0H6fDB7YaMZe1rXCmATx9l
Right Above It - Edited,Lil Wayne,I Am Not A Human Being,2010-01-01,44,False,280666,6OqVLAgypOneSXvhx6AlYh,https://open.spotify.com/track/6OqVLAgypOneSXvhx6AlYh
Holding You Down (Goin' in Circles),Jazmine Sullivan,Love Me Back,2010-11-29,50,False,216960,5UdicZrmNt418AmwNixCJP,https://open.spotify.com/track/5UdicZrmNt418AmwNixCJP
Over,Drake,Thank Me Later,2010-01-01,42,False,233560,1EIEbWAVBiR25KfJCYTxFp,https://open.spotify.com/track/1EIEbWAVBiR25KfJCYTxFp
Bottoms Up (feat. Nicki Minaj),Trey Songz,"Passion, Pain & Pleasure",2010-09-13,3,True,242013,2IpGdrWvIZipmaxo1YRxw5,https://open.spotify.com/track/2IpGdrWvIZipmaxo1YRxw5
Finding My Way Back,Jaheim,Another Round,2010-02-09,53,False,226693,1wCJ3JIsNaJK0MYct4Kmrv,https://open.spotify.com/track/1wCJ3JIsNaJK0MYct4Kmrv
All I Want Is You (feat. J. Cole),Miguel,All I Want Is You,2010-11-26,75,False,295920,5VA4Ispp52EA1sOqzMz3Av,https://open.spotify.com/track/5VA4Ispp52EA1sOqzMz3Av
OMG (feat. will.i.am),USHER,Raymond v Raymond (Expanded Edition),2010-03-30,77,False,269493,1bM50INir8voAkVoKuvEUI,https://open.spotify.com/track/1bM50INir8voAkVoKuvEUI
Champagne Life,Ne-Yo,Libra Scale,2010-01-01,49,False,323933,7p8l7HiPoz90dg423iURKW,https://open.spotify.com/track/7p8l7HiPoz90dg423iURKW
Ain't Leavin Without You,Jaheim,Another Round,2010-02-09,43,False,200613,7nkIQ02m4KItFfDfWrEApi,https://open.spotify.com/track/7nkIQ02m4KItFfDfWrEApi
No Hands (feat. Roscoe Dash and Wale),Waka Flocka Flame,Flockaveli,2010-10-01,54,False,263466,70Wb2xKOAOte8iNkBpezQs,https://open.spotify.com/track/70Wb2xKOAOte8iNkBpezQs
Hold You - Hold Yuh,Gyptian,Hold You,2010-07-16,70,False,234933,0j55p8YRAPG8yajtNyjt6A,https://open.spotify.com/track/0j55p8YRAPG8yajtNyjt6A
Airplanes (feat. Hayley Williams of Paramore),B.o.B,B.o.B Presents: The Adventures of Bobby Ray,2010-04-27,44,False,179800,12rVL9zxkLUrInr6sg8gwX,https://open.spotify.com/track/12rVL9zxkLUrInr6sg8gwX
Hello Good Morning,Diddy - Dirty Money,Last Train To Paris (Deluxe),2010-01-01,22,False,268746,2Jw0wPVpLJPXxkWttsVbzg,https://open.spotify.com/track/2Jw0wPVpLJPXxkWttsVbzg
Not Afraid,Eminem,Recovery,2010-06-18,49,False,248133,2JXlRVBgLHqhfphmjXyVBZ,https://open.spotify.com/track/2JXlRVBgLHqhfphmjXyVBZ
POWER - Album Version (Edited),Kanye West,My Beautiful Dark Twisted Fantasy,2010-01-01,52,False,292093,76mzio0HuYMaCfIDd5EU1w,https://open.spotify.com/track/76mzio0HuYMaCfIDd5EU1w
Speedin' - Edited,Omarion,Ollusion,2010-01-08,9,False,263506,6JbOyv6RZbRzahJrUf6csl,https://open.spotify.com/track/6JbOyv6RZbRzahJrUf6csl
Window Seat,Erykah Badu,New Amerykah Part Two: Return Of The Ankh,2010-03-30,62,False,289720,74HYrIbnpc2xKCTenv5qKM,https://open.spotify.com/track/74HYrIbnpc2xKCTenv5qKM
DJ Got Us Fallin' In Love (feat. Pitbull),USHER,"R&B - 100 Hits - The Greatest R n B album - 100 R & B Classics featuring Usher, Pitbull and Justin Timberlake",2013-06-24,39,False,214280,5qxULZVAM943gPjtMaH5NX,https://open.spotify.com/track/5qxULZVAM943gPjtMaH5NX
Forget You,CeeLo Green,The Lady Killer,2010-11-09,60,False,222733,7AqISujIaWcY3h5zrOqt5v,https://open.spotify.com/track/7AqISujIaWcY3h5zrOqt5v
Roger That - Album Version (Edited),Young Money,We Are Young Money,2009-01-01,22,False,209960,6FdngxzU7RhPLJFKWpcFSN,https://open.spotify.com/track/6FdngxzU7RhPLJFKWpcFSN
Ridin' Solo,Jason Derulo,Jason Derulo,2010-02-24,65,False,215746,6BaxqcoEM9r3LXisTyJjST,https://open.spotify.com/track/6BaxqcoEM9r3LXisTyJjST
Teenage Dream,Katy Perry,Teenage Dream,2010-01-01,75,False,227741,5jzKL4BDMClWqRguW5qZvh,https://open.spotify.com/track/5jzKL4BDMClWqRguW5qZvh
Only Girl (In The World),Rihanna,Loud,2010-11-15,57,False,235520,6jAsmDJI8iPhGWtS27kZ67,https://open.spotify.com/track/6jAsmDJI8iPhGWtS27kZ67
Motivation,Kelly Rowland,Motivation,2011-01-01,62,False,231173,4Cv5dkUBqepa0siwGREihD,https://open.spotify.com/track/4Cv5dkUBqepa0siwGREihD
Ni**as In Paris,JAY-Z,Top Five (Music From And Inspired By The Motion Picture),2014-12-09,50,True,219320,2KpCpk6HjXXLb7nnXoXA5O,https://open.spotify.com/track/2KpCpk6HjXXLb7nnXoXA5O
Look At Me Now (feat. Lil' Wayne & Busta Rhymes),Chris Brown,F.A.M.E.,2011-03-22,0,False,222586,0yjf2c8T4Nvbkw6GwamHPS,https://open.spotify.com/track/0yjf2c8T4Nvbkw6GwamHPS
Marvin & Chardonnay - Album Version (Edited),Big Sean,Finally Famous,2011-01-01,24,False,222866,4rLI7OOj7GzOmo9lFRlHjz,https://open.spotify.com/track/4rLI7OOj7GzOmo9lFRlHjz
So In Love - feat. Anthony Hamilton,Jill Scott,The Light of the Sun,2011-06-21,47,False,275400,78mehkHd1WUDxhcLXkbrLb,https://open.spotify.com/track/78mehkHd1WUDxhcLXkbrLb
Work Out,J. Cole,Cole World: The Sideline Story,2011-09-23,0,False,234773,3bjkBbTezLZjdcEyxvN5Aa,https://open.spotify.com/track/3bjkBbTezLZjdcEyxvN5Aa
Headlines,Drake,Take Care (Deluxe),2011-11-15,0,False,236000,3pVYaDSQ4z0RIrxXQOzbR9,https://open.spotify.com/track/3pVYaDSQ4z0RIrxXQOzbR9
She Ain't You,Chris Brown,F.A.M.E. (Deluxe Version),2011-04-04,0,False,248106,4QczAMpo49owCaNZgtoIvv,https://open.spotify.com/track/4QczAMpo49owCaNZgtoIvv
Hustle Hard - Album Version (Edited),Ace Hood,Blood Sweat & Tears,2011-01-01,23,False,200093,2ITqRsYo7qCqUxwRXbXyB0,https://open.spotify.com/track/2ITqRsYo7qCqUxwRXbXyB0
Black and Yellow,Wiz Khalifa,Rolling Papers,2011-03-29,46,False,217666,3VP78k3jzm0Q5OM08E383k,https://open.spotify.com/track/3VP78k3jzm0Q5OM08E383k
Party (feat. André 3000),Beyoncé,4,2011-06-24,61,False,245480,42qh86p7TLXyumxSHn65kc,https://open.spotify.com/track/42qh86p7TLXyumxSHn65kc
Roll Up,Wiz Khalifa,Rolling Papers,2011-03-29,32,False,227773,7CELQKrSCYpEi9OXWCBDek,https://open.spotify.com/track/7CELQKrSCYpEi9OXWCBDek
Body 2 Body - Album Version (Edited),Ace Hood,Blood Sweat & Tears,2011-01-01,9,False,235306,3bgu5wwwuQgKB18BpJHLF9,https://open.spotify.com/track/3bgu5wwwuQgKB18BpJHLF9
Make Me Proud,Drake,Make Me Proud,2011-01-01,23,False,220053,1SNiZQdHwd1kJrERT1YMst,https://open.spotify.com/track/1SNiZQdHwd1kJrERT1YMst
On My Level (feat. Too $hort),Wiz Khalifa,Rolling Papers,2011-03-29,22,False,272160,2wRHxhmwVGIeiDsGjYifXH,https://open.spotify.com/track/2wRHxhmwVGIeiDsGjYifXH
Can't Get Enough,J. Cole,Cole World: The Sideline Story,2011-09-23,0,False,225960,41akNlHrygkRTyfpIEVQN7,https://open.spotify.com/track/41akNlHrygkRTyfpIEVQN7
Dance (A$$) Remix - Edited Version,Big Sean,Dance (A$$) Remix,2011-01-01,0,False,220466,5j0KFhAhwUmY9Kmej2PLAF,https://open.spotify.com/track/5j0KFhAhwUmY9Kmej2PLAF
5 O'Clock (feat. Lily Allen & Wiz Khalifa),T-Pain,rEVOLVEr,2011-12-06,0,False,281213,6cqw6qtZltOPPDbKEk4WWf,https://open.spotify.com/track/6cqw6qtZltOPPDbKEk4WWf
That Way (feat. Jeremih & Rick Ross),Wale,Ambition,2011-11-01,21,False,269453,1RzOQlgU5v3pOPYlR9QM15,https://open.spotify.com/track/1RzOQlgU5v3pOPYlR9QM15
No BS (feat. Kevin McCall),Chris Brown,F.A.M.E.,2011-03-22,0,False,247933,2aVo8BaIAsLZgNshfpEN5i,https://open.spotify.com/track/2aVo8BaIAsLZgNshfpEN5i
Pieces Of Me,Ledisi,Pieces Of Me,2011-01-01,45,False,202733,6aVJQcBuTixMKRbpZYdohf,https://open.spotify.com/track/6aVJQcBuTixMKRbpZYdohf
Rolling in the Deep,Adele,21,2011-01-19,5,False,228293,1CkvWZme3pRgbzaxZnTl5X,https://open.spotify.com/track/1CkvWZme3pRgbzaxZnTl5X
The Motto,Drake,StreetDance 2,2012-04-02,23,False,181533,1kPrEf0qjfxOLP05kaXgkb,https://open.spotify.com/track/1kPrEf0qjfxOLP05kaXgkb
Do It Like A Dude,Jessie J,Who You Are (Platinum Edition),2011-01-01,15,False,194746,1h6Px81xMqIG6cBpzOk70S,https://open.spotify.com/track/1h6Px81xMqIG6cBpzOk70S
Stay Together,Ledisi,Pieces Of Me,2011-01-01,46,False,236546,0Gs5zsjp7Rp2i41yMgNxCf,https://open.spotify.com/track/0Gs5zsjp7Rp2i41yMgNxCf
