Name,Artist,Album,Release Date,Popularity,Explicit,Duration (ms),Track ID,Spotify URL
Thinkin Bout You,Frank Ocean,channel ORANGE,2012-07-10,83,False,200746,7DfFc7a6Rwfi3YQMRbDMau,https://open.spotify.com/track/7DfFc7a6Rwfi3YQMRbDMau
Adorn,Miguel,Kaleidoscope Dream,2012-09-28,71,False,193146,25cUhiAod71TIQSNicOaW3,https://open.spotify.com/track/25cUhiAod71TIQSNicOaW3
Rack City - Album Version (Edited),Tyga,Careless World: Rise Of The Last King,2012-01-01,0,False,203200,2d5YXKPWsS4eUHUmh5HYjb,https://open.spotify.com/track/2d5YXKPWsS4eUHUmh5HYjb
Girl on Fire,Alicia Keys,Girl on Fire (Remixes) - EP,2012-11-18,76,False,224920,4esOae7i4rqTbAu9o5Pxco,https://open.spotify.com/track/4esOae7i4rqTbAu9o5Pxco
Climax,USHER,Looking 4 Myself (Deluxe Version),2012-06-08,0,False,232906,6cNajGUxKP53LIg0LzlfQt,https://open.spotify.com/track/6cNajGUxKP53LIg0LzlfQt
Put It Down (feat. Chris Brown),Brandy,Put It Down (feat. Chris Brown),2012-05-04,41,False,248600,1TjNQSl1Pc5Cqrn14B4gfL,https://open.spotify.com/track/1TjNQSl1Pc5Cqrn14B4gfL
2 Reasons (feat. T.I.),Trey Songz,Chapter V,2012-08-21,25,False,197640,6pGP8DgSA8XcpvAdRVEErW,https://open.spotify.com/track/6pGP8DgSA8XcpvAdRVEErW
"Work Hard, Play Hard",Wiz Khalifa,"Work Hard, Play Hard",2012-04-23,41,False,220714,62csqLJbdvAKb38rYijV1R,https://open.spotify.com/track/62csqLJbdvAKb38rYijV1R
Diamonds,Rihanna,Unapologetic (Deluxe),2012-12-11,53,False,225146,7Kt59L2ZZGtOnIhvMwzG6f,https://open.spotify.com/track/7Kt59L2ZZGtOnIhvMwzG6f
Beez In The Trap,Nicki Minaj,Pink Friday: Roman Reloaded The Re-Up,2012-01-01,15,False,268493,1SkbxVvIrNfiHbnzVZfL1W,https://open.spotify.com/track/1SkbxVvIrNfiHbnzVZfL1W
Enough Of No Love,Keyshia Cole,Woman To Woman (Deluxe Version),2012-01-01,15,False,229426,22oMSl7STsfb5cSjXcVhhY,https://open.spotify.com/track/22oMSl7STsfb5cSjXcVhhY
Lemme See,USHER,Looking 4 Myself (Deluxe Version),2012-06-08,0,False,252826,0drVeoGy7njENU29Z3lPEy,https://open.spotify.com/track/0drVeoGy7njENU29Z3lPEy
Turn On The Lights,Future,Pluto,2012-04-17,40,False,249253,28p9YVbd3v7b7BeX1PRiG1,https://open.spotify.com/track/28p9YVbd3v7b7BeX1PRiG1
Beautiful Surprise,Tamia,Beautiful Surprise,2012-01-01,28,False,217106,734RoMIPQOcZRuw4Wqe53Z,https://open.spotify.com/track/734RoMIPQOcZRuw4Wqe53Z
Right By My Side,Nicki Minaj,Pink Friday: Roman Reloaded The Re-Up,2012-01-01,17,False,265320,7vdc7THMSq2U7Vwu4glzrz,https://open.spotify.com/track/7vdc7THMSq2U7Vwu4glzrz
Ayy Ladies (feat. Tyga),Travis Porter,Ayy Ladies (feat. Tyga),2012-01-30,36,False,213160,4S7YMreltxQSetnI1yLfOP,https://open.spotify.com/track/4S7YMreltxQSetnI1yLfOP
Same Damn Time,Future,Pluto,2012-04-17,49,False,273000,2krzD9gBw8tI3fmFyCv4sR,https://open.spotify.com/track/2krzD9gBw8tI3fmFyCv4sR
Till I Die (feat. Big Sean & Wiz Khalifa),Chris Brown,Fortune (Expanded Edition),2012-07-03,0,False,236866,62zq4Q2UW89M7GBYaqE37E,https://open.spotify.com/track/62zq4Q2UW89M7GBYaqE37E
Do It Like You (feat. Jeremih),Diggy,Unexpected Arrival,2012-03-19,44,False,233493,3hTfNt05rYtyMamwkxyHaZ,https://open.spotify.com/track/3hTfNt05rYtyMamwkxyHaZ
Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,The Heist,2012-10-09,52,False,235982,37rKwjBHaZurlyPYy3Nqvz,https://open.spotify.com/track/37rKwjBHaZurlyPYy3Nqvz
Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,R.E.D. (Deluxe Edition),2012-01-01,43,False,251626,1Ejsu5JglwIgrFW7Bt2GuL,https://open.spotify.com/track/1Ejsu5JglwIgrFW7Bt2GuL
Turn Up the Music,Chris Brown,Fortune (Deluxe Version),2012-06-29,3,False,227973,0UlHiqi7seV02XNHLMtfGK,https://open.spotify.com/track/0UlHiqi7seV02XNHLMtfGK
Clique - Album Version (Edited),Kanye West,Kanye West Presents Good Music Cruel Summer,2012-01-01,0,False,293533,5ROhQ2qgmYSjo3m10MQGfI,https://open.spotify.com/track/5ROhQ2qgmYSjo3m10MQGfI
As Long As You Love Me,Justin Bieber,Believe (Deluxe Edition),2012-06-15,67,False,229466,0pwYLVXVknPSGUQb39cePC,https://open.spotify.com/track/0pwYLVXVknPSGUQb39cePC
Starships,Nicki Minaj,Pink Friday: Roman Reloaded The Re-Up,2012-01-01,33,False,210613,2qblnYRaKJO8K5dx39bP68,https://open.spotify.com/track/2qblnYRaKJO8K5dx39bP68
Don't Wake Me Up,Chris Brown,Fortune (Deluxe Version),2012-06-29,0,False,222306,12Ns5IphkblPmHxpRILG9t,https://open.spotify.com/track/12Ns5IphkblPmHxpRILG9t
Stay Schemin,Rick Ross,Stay Schemin,2012-01-01,39,False,267506,0NgkSPHxbvDYIygTf9oftR,https://open.spotify.com/track/0NgkSPHxbvDYIygTf9oftR
Good Feeling,Flo Rida,Wild Ones,2012-06-22,79,False,248133,2LEF1A8DOZ9wRYikWgVlZ8,https://open.spotify.com/track/2LEF1A8DOZ9wRYikWgVlZ8
Pound The Alarm,Nicki Minaj,Pink Friday ... Roman Reloaded,2012-01-01,34,False,205653,7lr0mH8Lt4B07ZIFtLpV9s,https://open.spotify.com/track/7lr0mH8Lt4B07ZIFtLpV9s
Wide Awake,Katy Perry,Teenage Dream: The Complete Confection,2012-03-12,75,False,220946,5JLv62qFIS1DR3zGEcApRt,https://open.spotify.com/track/5JLv62qFIS1DR3zGEcApRt
Sorry,Ciara,Sorry,2012-09-25,42,False,289653,5pKesXZVC43Vcvw1jT7p1f,https://open.spotify.com/track/5pKesXZVC43Vcvw1jT7p1f
Whistle,Flo Rida,Wild Ones,2012-06-22,78,False,224653,3bC1ahPIYt1btJzSSEyyrF,https://open.spotify.com/track/3bC1ahPIYt1btJzSSEyyrF
Strip (feat. Kevin McCall),Chris Brown,Fortune (Expanded Edition),2012-07-03,0,False,167813,4fvbLF7h3sqf1fTJ6cRais,https://open.spotify.com/track/4fvbLF7h3sqf1fTJ6cRais
Blow Me (One Last Kiss),P!nk,The Truth About Love,2012-09-14,0,False,255586,0ald9Hqm3CG03WWHUOgFoo,https://open.spotify.com/track/0ald9Hqm3CG03WWHUOgFoo
So Good,B.o.B,Strange Clouds,2012-04-27,63,False,213253,28GUjBGqZVcAV4PHSYzkj2,https://open.spotify.com/track/28GUjBGqZVcAV4PHSYzkj2
Take A Little Ride,Jason Aldean,Night Train,2012-10-16,0,False,187613,2o5mwv7hvas1jdUg14Nihv,https://open.spotify.com/track/2o5mwv7hvas1jdUg14Nihv
Let's Talk (feat. Rick Ross),Omarion,"MMG Presents: Self Made, Vol. 2 (Deluxe Version)",2012-06-25,1,False,239960,7FbKNYAcEkIh5Qo9tKSuFh,https://open.spotify.com/track/7FbKNYAcEkIh5Qo9tKSuFh
Diced Pineapples - Album Version (Edited),Rick Ross,"God Forgives, I Don't (Deluxe Edition)",2012-01-01,19,False,276200,6BR3i5Czbq8cRqz2exEJ1l,https://open.spotify.com/track/6BR3i5Czbq8cRqz2exEJ1l
Swimming Pools (Drank),Kendrick Lamar,Swimming Pools (Drank),2012-01-01,46,False,248466,7frWizM5FgJkaUl1rXhVtO,https://open.spotify.com/track/7frWizM5FgJkaUl1rXhVtO
Faded - Album Version (Edited),Tyga,Careless World: Rise Of The Last King,2012-01-01,0,False,206666,3N8ZzgtnlGVTTlOEpBk1L2,https://open.spotify.com/track/3N8ZzgtnlGVTTlOEpBk1L2
Put It Down (feat. Chris Brown),Brandy,Two Eleven (Deluxe Version),2012-10-15,53,False,246213,6XDSSxwOntlKPkE6wVzucb,https://open.spotify.com/track/6XDSSxwOntlKPkE6wVzucb
Suit & Tie (feat. JAY Z) (feat. JAY-Z) - [Radio Edit],Justin Timberlake,Suit & Tie (feat. JAY Z) (feat. JAY-Z) [Radio Edit],2013-01-15,56,False,269146,4mQVHEjrnuUd7G5IVhSYTk,https://open.spotify.com/track/4mQVHEjrnuUd7G5IVhSYTk
Body Party,Ciara,Ciara,2013-07-05,64,False,234040,0rFZaQ4crlGAzuCjWCQ2xu,https://open.spotify.com/track/0rFZaQ4crlGAzuCjWCQ2xu
Blurred Lines,Robin Thicke,Blurred Lines (Deluxe),2013-01-01,79,True,263826,0n4bITAu0Y0nigrz3MFJMb,https://open.spotify.com/track/0n4bITAu0Y0nigrz3MFJMb
"Hold On, We're Going Home",Drake,Nothing Was The Same (Deluxe),2013-01-01,1,False,227880,14Rcq31SafFBHNEwXrtR2B,https://open.spotify.com/track/14Rcq31SafFBHNEwXrtR2B
All of Me,John Legend,Love In The Future (Expanded Edition),2013-08-30,85,False,269560,3U4isOIWM3VvDubwSI3y7a,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
V.S.O.P.,K. Michelle,Rebellious Soul,2013-08-05,49,False,209106,5hZUqVitmzZQcTtpkybSj6,https://open.spotify.com/track/5hZUqVitmzZQcTtpkybSj6
Q.U.E.E.N. (feat. Erykah Badu),Janelle Monáe,The Electric Lady,2013-09-06,44,False,310480,3HW030T8eqPs8wpsgZqCGM,https://open.spotify.com/track/3HW030T8eqPs8wpsgZqCGM
Drunk in Love (feat. JAY-Z),Beyoncé,BEYONCÉ [Platinum Edition],2014-11-24,43,False,323480,5yP6T2IC0ItqdQSxNq9lej,https://open.spotify.com/track/5yP6T2IC0ItqdQSxNq9lej
Happy,Pharrell Williams,Despicable Me 2 (Original Motion Picture Soundtrack),2013-06-18,6,False,233305,6NPVjNh8Jhru9xOmyQigds,https://open.spotify.com/track/6NPVjNh8Jhru9xOmyQigds
Fool for You,Alice Smith,She,2013-03-19,36,False,222456,4H44ahNyyS32ycy4lJyWe1,https://open.spotify.com/track/4H44ahNyyS32ycy4lJyWe1
Pusher Love Girl,Justin Timberlake,The 20/20 Experience,2013-03-15,0,False,482360,4tVEJTR4VgBvvb2R6phA2v,https://open.spotify.com/track/4tVEJTR4VgBvvb2R6phA2v
Popular Song,MIKA,Popular Song,2012-01-01,54,False,200613,0xFomAiFsu5qCnLM0hu0UR,https://open.spotify.com/track/0xFomAiFsu5qCnLM0hu0UR
***Flawless (feat. Chimamanda Ngozi Adichie),Beyoncé,BEYONCÉ [Platinum Edition],2014-11-24,26,False,250960,0duvkSGvP4THdpcG5GnO4l,https://open.spotify.com/track/0duvkSGvP4THdpcG5GnO4l
Come to My Party,Black Joe Lewis,Electric Slave,2013-08-27,0,False,159177,5kUaIz2hPvDgyiLIsIiEmY,https://open.spotify.com/track/5kUaIz2hPvDgyiLIsIiEmY
Without Me (feat. Kelly Rowland & Missy Elliott),Fantasia,Side Effects of You,2013-04-23,24,False,270786,22TbtBhfPhnViXjoglOzCw,https://open.spotify.com/track/22TbtBhfPhnViXjoglOzCw
Wake Me Up,Avicii,True,2013-09-13,10,False,247426,4h8VwCb1MTGoLKueQ1WgbD,https://open.spotify.com/track/4h8VwCb1MTGoLKueQ1WgbD
Roar,Katy Perry,PRISM (Deluxe),2013-10-18,72,False,223546,6F5c58TMEs1byxUstkzVeM,https://open.spotify.com/track/6F5c58TMEs1byxUstkzVeM
Started From the Bottom,Drake,Nothing Was The Same (Deluxe),2013-01-01,0,False,174133,4FCOFuhLZPSXISQCF7wck5,https://open.spotify.com/track/4FCOFuhLZPSXISQCF7wck5
Wiggle (feat. Snoop Dogg),Jason Derulo,Talk Dirty,2013-09-10,55,False,193295,2sLwPnIP3CUVmIuHranJZU,https://open.spotify.com/track/2sLwPnIP3CUVmIuHranJZU
Best Song Ever,One Direction,Midnight Memories (Deluxe),2013-11-25,77,False,200106,5T7ZFtCcOgkpjxcuaeZbw0,https://open.spotify.com/track/5T7ZFtCcOgkpjxcuaeZbw0
Scream & Shout - UK Radio Edit,will.i.am,NOW That's What I Call PARTY ANTHEMS 3,2016-08-05,0,False,251133,04Wi1rcNpKRdIjSt7rtMM5,https://open.spotify.com/track/04Wi1rcNpKRdIjSt7rtMM5
All Me,Drake,Nothing Was The Same (Deluxe),2013-01-01,0,False,268253,2ImkKA3gvJ3MyRMhWO3J5E,https://open.spotify.com/track/2ImkKA3gvJ3MyRMhWO3J5E
Dark Horse,Katy Perry,PRISM (Deluxe),2013-10-18,74,False,215672,5jrdCoLpJSvHHorevXBATy,https://open.spotify.com/track/5jrdCoLpJSvHHorevXBATy
V. 3005,Childish Gambino,Because The Internet,2013-01-01,0,False,234213,4AKktJAaouvJqnPq298DRs,https://open.spotify.com/track/4AKktJAaouvJqnPq298DRs
Can't Hold Us (feat. Ray Dalton),Macklemore,The Heist,2012-10-09,79,False,258342,3bidbhpOYeV4knp8AIu8Xn,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
It Won't Stop (feat. Chris Brown) - EP Version,Sevyn Streeter,"Call Me Crazy, But...",2013-12-03,71,False,281080,2xRYnHQdLD9ketvC01UYYT,https://open.spotify.com/track/2xRYnHQdLD9ketvC01UYYT
Can't Raise a Man,K. Michelle,Rebellious Soul,2013-08-05,55,False,208040,0vvKyFjX1hzSwpNtVwnJ2H,https://open.spotify.com/track/0vvKyFjX1hzSwpNtVwnJ2H
Bugatti,Ace Hood,Trials & Tribulations (Deluxe),2013-01-01,0,False,269266,49deIlpmqr2wVEED7J9kN4,https://open.spotify.com/track/49deIlpmqr2wVEED7J9kN4
Do What U Want - Edited,Lady Gaga,ARTPOP,2013-11-12,0,False,227320,4cJpw765qneU0T364tZcHf,https://open.spotify.com/track/4cJpw765qneU0T364tZcHf
TKO - Radio Edit,Justin Timberlake,TKO (Radio Edit),2013-09-20,36,False,288626,4HI18tq5IScHJDkP3dG8Pq,https://open.spotify.com/track/4HI18tq5IScHJDkP3dG8Pq
Crooked Smile (feat. TLC),J. Cole,Born Sinner,2013-06-14,0,False,278573,2DrDVUQFDaDyHrzNgzkB7y,https://open.spotify.com/track/2DrDVUQFDaDyHrzNgzkB7y
23,Mike WiLL Made-It,23,2013-01-01,42,False,252080,4if4AqzRQgEtTF1xXddmoc,https://open.spotify.com/track/4if4AqzRQgEtTF1xXddmoc
Hold Tight,Justin Bieber,Journals,2014-05-13,44,False,254213,0na8x6EOqjHsGABdB90TIC,https://open.spotify.com/track/0na8x6EOqjHsGABdB90TIC
Up Down (Do This All Day) (feat. B.o.B),T-Pain,Up Down (Do This All Day) (feat. B.o.B),2013-08-13,0,False,231626,3iIuYR7cVdePFlEEhYamIY,https://open.spotify.com/track/3iIuYR7cVdePFlEEhYamIY
Take Me to Church,Hozier,Hozier,2014-10-07,59,False,241693,0aOluBqXYd0rFSCsgDyAWX,https://open.spotify.com/track/0aOluBqXYd0rFSCsgDyAWX
Made to Love,John Legend,Love In The Future (Expanded Edition),2013-08-30,44,False,240346,1G2Ya2ubnlS7xFfs1CfY3j,https://open.spotify.com/track/1G2Ya2ubnlS7xFfs1CfY3j
I Luv This Sh*t - Remix,August Alsina,I Luv This Sh*t (Remix),2013-01-01,27,False,266146,5iDuwLNJRN7twouJ0LuFej,https://open.spotify.com/track/5iDuwLNJRN7twouJ0LuFej
New Flame (feat. Usher) - Dave Audé Remix,Chris Brown,New Flame (feat. Usher) [Dave Audé Remix],2014-06-30,25,False,376615,1wKcbKxApSe9cDpzAAm4iN,https://open.spotify.com/track/1wKcbKxApSe9cDpzAAm4iN
Believe Me,Lil Wayne,Believe Me,2014-05-28,37,False,337680,2W2fyQFQxkLXx5YDMZwSt1,https://open.spotify.com/track/2W2fyQFQxkLXx5YDMZwSt1
Fancy,Iggy Azalea,The New Classic (Deluxe Version),2014-01-01,45,False,199938,16uGgkuyTqneR0gbNWohNz,https://open.spotify.com/track/16uGgkuyTqneR0gbNWohNz
Loyal (feat. Lil Wayne & Tyga),Chris Brown,X (Expanded Edition),2014-09-16,0,False,264946,0YJYfvfG4xwn0tAEItoRsE,https://open.spotify.com/track/0YJYfvfG4xwn0tAEItoRsE
Tuesday (feat. Drake),ILOVEMAKONNEN,Tuesday (feat. Drake),2014-09-01,0,False,321987,7E8jojFn5X3OPPuTx6TmPe,https://open.spotify.com/track/7E8jojFn5X3OPPuTx6TmPe
"Touchin, Lovin (feat. Nicki Minaj)",Trey Songz,Trigga,2014-07-01,33,False,221986,799rStkChWWYGLOIVFGFiW,https://open.spotify.com/track/799rStkChWWYGLOIVFGFiW
Come Get It Bae,Pharrell Williams,G I R L,2014-03-03,2,False,201933,444P4wvSDa0SD5HE4YGx9B,https://open.spotify.com/track/444P4wvSDa0SD5HE4YGx9B
Na Na,Trey Songz,Trigga,2014-07-01,65,False,231906,5maiP9UMnTSgoxPX8X3bdz,https://open.spotify.com/track/5maiP9UMnTSgoxPX8X3bdz
"We Dem Boyz Remix (feat. Rick Ross, ScHoolboy Q & Nas)",Wiz Khalifa,"We Dem Boyz Remix (feat. Rick Ross, ScHoolboy Q & Nas)",2014-07-15,6,False,319426,3ElMO8eLbrlzQWDpMuBOM1,https://open.spotify.com/track/3ElMO8eLbrlzQWDpMuBOM1
Stay With Me,Sam Smith,In The Lonely Hour,2014-05-26,81,False,172723,5Nm9ERjJZ5oyfXZTECKmRt,https://open.spotify.com/track/5Nm9ERjJZ5oyfXZTECKmRt
"Move That Dope (feat. Pharrell, Pusha T & Casino)",Future,Honest,2014-04-22,54,True,340480,7GEidxhfGNteiW9n0kLyxH,https://open.spotify.com/track/7GEidxhfGNteiW9n0kLyxH
Pills N Potions,Nicki Minaj,The Pinkprint,2014-12-12,41,False,268000,3V7njWTWIuhRNXJMSDOL8M,https://open.spotify.com/track/3V7njWTWIuhRNXJMSDOL8M
It’s My Time,Kelly Price,It's My Time,2014-02-25,0,False,223747,6CWB5MvrIjkiNDt7ev2Ao6,https://open.spotify.com/track/6CWB5MvrIjkiNDt7ev2Ao6
Get Her Back,Robin Thicke,Paula,2014-07-29,39,False,213173,231O3DltLcwtgIKoNbMkrt,https://open.spotify.com/track/231O3DltLcwtgIKoNbMkrt
You and Your Friends (feat. Snoop Dogg & Ty Dolla $ign),Wiz Khalifa,You and Your Friends (feat. Snoop Dogg & Ty Dolla $ign),2014-07-22,20,False,186653,0YZn9bdLfX7NW1S7t2TCqs,https://open.spotify.com/track/0YZn9bdLfX7NW1S7t2TCqs
It's Your World,Jennifer Hudson,JHUD,2014-09-19,0,False,316973,5nErXmdy7T4NHqpsndJwoi,https://open.spotify.com/track/5nErXmdy7T4NHqpsndJwoi
What's Best for You,Trey Songz,Trigga Reloaded,2015-06-23,32,False,211800,5MnEYPkZ5HC7BQ988kBKqp,https://open.spotify.com/track/5MnEYPkZ5HC7BQ988kBKqp
I Won (feat. Kanye West),Future,Honest,2014-04-22,56,True,239733,2T4JE91t7Js1DJ4rSHltcQ,https://open.spotify.com/track/2T4JE91t7Js1DJ4rSHltcQ
You're Mine (Eternal) - Remix,Mariah Carey,You're Mine (Eternal) [Remix],2014-01-01,29,False,255760,2V3EBbauVyLyc8nU2igZyJ,https://open.spotify.com/track/2V3EBbauVyLyc8nU2igZyJ
Foreign Remix (feat. Justin Bieber),Trey Songz,Trigga Reloaded,2015-06-23,48,True,273640,2rpWXKjsErmTQWSbxjvHH3,https://open.spotify.com/track/2rpWXKjsErmTQWSbxjvHH3
I Blame You,Ledisi,The Truth (Deluxe Edition),2014-01-01,38,False,254506,7KKQIYiCOUQmcGjibsXR4J,https://open.spotify.com/track/7KKQIYiCOUQmcGjibsXR4J
You're My Star,Tank,Stronger,2014-08-08,33,False,304413,0nikSi9EJsUlgxqO6za5wH,https://open.spotify.com/track/0nikSi9EJsUlgxqO6za5wH
Say That (feat. Anthony Hamilton),Leela James,Fall for You,2014-07-08,0,False,227040,4rdc7owIxeteM05hRjMh9r,https://open.spotify.com/track/4rdc7owIxeteM05hRjMh9r
Drunk Texting (feat. Jhené Aiko),Chris Brown,X (Expanded Edition),2014-09-16,0,False,227506,3GxNgN5wGgoFOm3JXJ1QdC,https://open.spotify.com/track/3GxNgN5wGgoFOm3JXJ1QdC
Love & Sex Pt. 2 (feat. Kelly Rowland),Joe,Bridges,2014-06-23,0,False,225658,6cK7uZsecdflSqNfifKjTk,https://open.spotify.com/track/6cK7uZsecdflSqNfifKjTk
I Can't Describe (The Way I Feel),Jennifer Hudson,JHUD,2014-09-19,0,False,227026,4oJ6nOvBTwnyOqW25d2bXa,https://open.spotify.com/track/4oJ6nOvBTwnyOqW25d2bXa
Don't Wanna Dance (feat. A$AP Ferg),Elle Varner,Don't Wanna Dance (feat. A$AP Ferg),2014-07-15,3,False,256597,72l78djxaMzljokRRfNRlM,https://open.spotify.com/track/72l78djxaMzljokRRfNRlM
Detroit Vs. Everybody,Eminem,Detroit Vs. Everybody,2014-11-11,18,False,357386,5aM2vKco88TwvhZVeFkGO6,https://open.spotify.com/track/5aM2vKco88TwvhZVeFkGO6
Kind Of...Sometimes...Maybe,Jessie Ware,Tough Love,2014-08-04,24,False,214107,5YFU3IanweiQ8vWaZEIR42,https://open.spotify.com/track/5YFU3IanweiQ8vWaZEIR42
Fine China,Chris Brown,X (Deluxe Version),2014-09-12,0,False,213280,2OVRPlR4BsnwPY7OiIfCQn,https://open.spotify.com/track/2OVRPlR4BsnwPY7OiIfCQn
Who Booty (Remix) (feat. French Montana),Jonn Hart,Who Booty (Remix) (feat. French Montana) [Clean Version],2012-12-10,30,False,189933,2lONa0SNyCL3I1mxBBziEl,https://open.spotify.com/track/2lONa0SNyCL3I1mxBBziEl
Time of Our Lives - DJ Noodles Remix,Pitbull,NOW That's What I Call PARTY ANTHEMS 3,2016-08-05,0,False,315053,3cnebH2H5PMcdBNFok0VcK,https://open.spotify.com/track/3cnebH2H5PMcdBNFok0VcK
Don't Think They Know,Chris Brown,X (Deluxe Version),2014-09-12,0,False,237973,1lEhGV5EIVEkWqvnUYNcUd,https://open.spotify.com/track/1lEhGV5EIVEkWqvnUYNcUd
Cut Her Off,K CAMP,In Due Time,2014-04-22,21,False,243666,0mKZUckSMMw1XdQDT42Wtc,https://open.spotify.com/track/0mKZUckSMMw1XdQDT42Wtc
I'm Not The Only One,Sam Smith,In The Lonely Hour,2014-05-26,84,False,239316,7795WJLVKJoAyVoOtCWqXN,https://open.spotify.com/track/7795WJLVKJoAyVoOtCWqXN
No Love,August Alsina,No Love (Remix),2014-08-05,32,False,276080,6Z58WT7qNqz1OVSOcRSIlw,https://open.spotify.com/track/6Z58WT7qNqz1OVSOcRSIlw
Let Me Know (feat. Future),Tamar Braxton,Let Me Know (feat. Future),2014-10-07,59,False,238653,7wA4XiTQOWByeF6DGWoxkt,https://open.spotify.com/track/7wA4XiTQOWByeF6DGWoxkt
California Roll (feat. Stevie Wonder),Snoop Dogg,BUSH,2015-05-06,38,False,252186,3wO19rAQ7aya5YFPQ6Ts0A,https://open.spotify.com/track/3wO19rAQ7aya5YFPQ6Ts0A
Can't Feel My Face,The Weeknd,Beauty Behind The Madness,2015-08-28,82,False,213520,22VdIZQfgXJea34mQxlt81,https://open.spotify.com/track/22VdIZQfgXJea34mQxlt81
Sorry,Justin Bieber,Purpose (Deluxe),2015-11-13,85,False,200786,09CtPGIpYB4BrO8qb1RGsF,https://open.spotify.com/track/09CtPGIpYB4BrO8qb1RGsF
See You Again (feat. Charlie Puth),Wiz Khalifa,See You Again (feat. Charlie Puth),2015,82,False,229525,2JzZzZUQj3Qff7wapcbKjc,https://open.spotify.com/track/2JzZzZUQj3Qff7wapcbKjc
Keep It Movin' (feat. Stokley of Mint Condition),Maysa,Back 2 Love,2015-05-26,0,False,258367,27JPthf64dKfSM0qjG19wY,https://open.spotify.com/track/27JPthf64dKfSM0qjG19wY
Dollar Bill,Angie Stone,Dream,2015-11-06,0,False,195211,0TdsXWxtKEFPQwm9SqESDM,https://open.spotify.com/track/0TdsXWxtKEFPQwm9SqESDM
Got What I Need,Antonique Smith,Love Is Everything,2015-11-20,1,False,205308,5NXOXb1p3I1oRDJOCZLYDo,https://open.spotify.com/track/5NXOXb1p3I1oRDJOCZLYDo
Unhappy (feat. Elijah Blake),Jordin Sparks,Right Here Right Now,2015-08-21,13,False,244000,0lp4do5utEIGEUxhkIvQ1J,https://open.spotify.com/track/0lp4do5utEIGEUxhkIvQ1J
No Sleeep (feat. J. Cole),Janet Jackson,Unbreakable,2015-10-02,0,False,260776,2j9bG8ErzwDyAr7QljgBBp,https://open.spotify.com/track/2j9bG8ErzwDyAr7QljgBBp
They Don't Give,Jordin Sparks,They Don't Give,2015-07-31,8,False,228506,05uN4TBvg4QAVC8gOoeDrE,https://open.spotify.com/track/05uN4TBvg4QAVC8gOoeDrE
Fight for Love,Kwabs,Love + War,2016-01-29,12,False,218649,5abs4iTasR0sRZZ0rdRXAn,https://open.spotify.com/track/5abs4iTasR0sRZZ0rdRXAn
In Your Clouds,MNEK,Small Talk - EP,2015-03-20,15,False,298419,5vx016WUYcrXIHZ9h0JxTy,https://open.spotify.com/track/5vx016WUYcrXIHZ9h0JxTy
Want to Want Me,Jason Derulo,Everything Is 4,2015-05-29,78,False,207719,7oGZAicScQt96OAW4AruYy,https://open.spotify.com/track/7oGZAicScQt96OAW4AruYy
Girl (feat. KAYTRANADA) - Radio Edit,The Internet,Girl (feat. KAYTRANADA) [Radio Edit],2015-06-23,37,False,235466,2gvkz0Cxw7OtEh2d5G9uEC,https://open.spotify.com/track/2gvkz0Cxw7OtEh2d5G9uEC
Begin Again (feat. Dave Hollister),Angie Stone,Dream,2015-11-06,0,False,243641,4KjyiQ2IfdjHJi2VrzGw3F,https://open.spotify.com/track/4KjyiQ2IfdjHJi2VrzGw3F
If I Don't Have You,Tamar Braxton,Calling All Lovers (Deluxe),2015-10-02,30,False,254320,64NrwdHmYQjYdHdUVWV7ED,https://open.spotify.com/track/64NrwdHmYQjYdHdUVWV7ED
Backyard Party,R. Kelly,The Buffet (Deluxe Version),2015-12-11,33,False,212640,26MCvTnhr2pbqHcpY3cLpg,https://open.spotify.com/track/26MCvTnhr2pbqHcpY3cLpg
CHA CHA,DRAM,#1EpicEP,2015-03-03,38,False,250107,44Xgp13T5ab99beJ0edP6b,https://open.spotify.com/track/44Xgp13T5ab99beJ0edP6b
You Changed Me (feat. Chris Brown),Jamie Foxx,You Changed Me (feat. Chris Brown),2015-03-13,18,False,242960,6KIwMyAbOoYMXl47BzxcUm,https://open.spotify.com/track/6KIwMyAbOoYMXl47BzxcUm
Forever Don't Last,Jazmine Sullivan,Forever Don't Last,2014-09-16,23,False,220428,1DoBZS4j0K4lRrTFsXwR8g,https://open.spotify.com/track/1DoBZS4j0K4lRrTFsXwR8g
We've Got Love,Babyface,We've Got Love,2015-08-04,24,False,283506,1nonWWVXsoQWWK5PuDQaQ6,https://open.spotify.com/track/1nonWWVXsoQWWK5PuDQaQ6
Love Me Back,Kenny Lattimore,Anatomy Of A Love Song,2015-04-14,0,False,219146,7eH3d8dytkXTJ8oxLcj14R,https://open.spotify.com/track/7eH3d8dytkXTJ8oxLcj14R
Every Moment,Jodeci,"The Past, The Present, The Future",2015-03-30,0,False,246933,4yaakSLK76h4htECWO4a0W,https://open.spotify.com/track/4yaakSLK76h4htECWO4a0W
